Mod:Item:MetaData, Localized Name
abyssalcraft:ethaxiumpillar, Ethaxium Pillar
abyssalcraft:ethaxiumbrickstairs, Ethaxium Brick Stairs
abyssalcraft:ethaxiumbrickslab1:0, §bEthaxium Brick Slab
abyssalcraft:ethaxiumbrickslab2:0, §bEthaxium Brick Slab
abyssalcraft:ethaxiumfence, Ethaxium Brick Fence
abyssalcraft:omotholportal, Omothol Gateway
abyssalcraft:omotholfire, Omothol Fire
abyssalcraft:engraver, Engraver
abyssalcraft:engraver_on, A House
abyssalcraft:materializer, Materializer
abyssalcraft:darkethaxiumbrick:0, §4Dark Ethaxium Bricks
abyssalcraft:darkethaxiumbrick:1, §4Chiseled Dark Ethaxium Bricks
abyssalcraft:darkethaxiumbrick:2, §4Cracked Dark Ethaxium Bricks
abyssalcraft:darkethaxiumpillar, Dark Ethaxium Pillar
abyssalcraft:darkethaxiumbrickstairs, Dark Ethaxium Brick Stairs
abyssalcraft:darkethaxiumbrickslab1:0, §4Dark Ethaxium Brick Slab
abyssalcraft:darkethaxiumbrickslab2:0, §4Dark Ethaxium Brick Slab
abyssalcraft:darkethaxiumbrickfence, Dark Ethaxium Brick Fence
abyssalcraft:ritualaltar:0, Ritual Altar
abyssalcraft:ritualaltar:1, Ritual Altar
abyssalcraft:ritualaltar:2, Ritual Altar
abyssalcraft:ritualaltar:3, Ritual Altar
abyssalcraft:ritualaltar:4, Ritual Altar
abyssalcraft:ritualaltar:5, Ritual Altar
abyssalcraft:ritualaltar:6, Ritual Altar
abyssalcraft:ritualaltar:7, Ritual Altar
abyssalcraft:ritualpedestal:0, Ritual Pedestal
abyssalcraft:ritualpedestal:1, Ritual Pedestal
abyssalcraft:ritualpedestal:2, Ritual Pedestal
abyssalcraft:ritualpedestal:3, Ritual Pedestal
abyssalcraft:ritualpedestal:4, Ritual Pedestal
abyssalcraft:ritualpedestal:5, Ritual Pedestal
abyssalcraft:ritualpedestal:6, Ritual Pedestal
abyssalcraft:ritualpedestal:7, Ritual Pedestal
abyssalcraft:shoggothblock:0, Shoggoth Ooze
abyssalcraft:statue:0, Cthulhu Statue
abyssalcraft:statue:1, Hastur Statue
abyssalcraft:statue:2, J'zahar Statue
abyssalcraft:statue:3, Azathoth Statue
abyssalcraft:statue:4, Nyarlathotep Statue
abyssalcraft:statue:5, Yog-Sothoth Statue
abyssalcraft:statue:6, Shub-Niggurath Statue
abyssalcraft:shoggothbiomass, Shoggoth Biomass
abyssalcraft:energypedestal, Energy Pedestal
abyssalcraft:monolithpillar, Monolith Stone Pillar
abyssalcraft:sacrificialaltar, Sacrificial Altar
abyssalcraft:tieredenergypedestal:0, Overworld Energy Pedestal
abyssalcraft:tieredenergypedestal:1, Abyssal Wasteland Energy Pedestal
abyssalcraft:tieredenergypedestal:2, Dreadlands Energy Pedestal
abyssalcraft:tieredenergypedestal:3, Omothol Energy Pedestal
abyssalcraft:tieredsacrificialaltar:0, Overworld Sacrificial Altar
abyssalcraft:tieredsacrificialaltar:1, Abyssal Wasteland Sacrificial Altar
abyssalcraft:tieredsacrificialaltar:2, Dreadlands Sacrificial Altar
abyssalcraft:tieredsacrificialaltar:3, Omothol Sacrificial Altar
abyssalcraft:jzaharspawner, J'zahar Spawner Block
abyssalcraft:gatekeeperminionspawner, Minion of The Gatekeeper Spawner Block
abyssalcraft:fire, Fire
abyssalcraft:decorativestatue:0, Decorative Cthulhu Statue
abyssalcraft:decorativestatue:1, Decorative Hastur Statue
abyssalcraft:decorativestatue:2, Decorative J'zahar Statue
abyssalcraft:decorativestatue:3, Decorative Azathoth Statue
abyssalcraft:decorativestatue:4, Decorative Nyarlathotep Statue
abyssalcraft:decorativestatue:5, Decorative Yog-Sothoth Statue
abyssalcraft:decorativestatue:6, Decorative Shub-Niggurath Statue
abyssalcraft:crystalcluster:0, Crystallized Iron Cluster
abyssalcraft:crystalcluster:1, Crystallized Gold Cluster
abyssalcraft:crystalcluster:2, Crystallized Sulfur Cluster
abyssalcraft:crystalcluster:3, Crystallized Carbon Cluster
abyssalcraft:crystalcluster:4, Crystallized Oxygen Cluster
abyssalcraft:crystalcluster:5, Crystallized Hydrogen Cluster
abyssalcraft:crystalcluster:6, Crystallized Nitrogen Cluster
abyssalcraft:crystalcluster:7, Crystallized Phosphorus Cluster
abyssalcraft:crystalcluster:8, Crystallized Potassium Cluster
abyssalcraft:crystalcluster:9, Crystallized Nitrate Cluster
abyssalcraft:crystalcluster:10, Crystallized Methane Cluster
abyssalcraft:crystalcluster:11, Crystallized Redstone Cluster
abyssalcraft:crystalcluster:12, Crystallized Abyssalnite Cluster
abyssalcraft:crystalcluster:13, Crystallized Coralium Cluster
abyssalcraft:crystalcluster:14, Crystallized Dreadium Cluster
abyssalcraft:crystalcluster:15, Crystallized Blaze Cluster
abyssalcraft:crystalcluster2:0, Crystallized Tin Cluster
abyssalcraft:crystalcluster2:1, Crystallized Copper Cluster
abyssalcraft:crystalcluster2:2, Crystallized Silicon Cluster
abyssalcraft:crystalcluster2:3, Crystallized Magnesium Cluster
abyssalcraft:crystalcluster2:4, Crystallized Aluminium Cluster
abyssalcraft:crystalcluster2:5, Crystallized Silica Cluster
abyssalcraft:crystalcluster2:6, Crystallized Alumina Cluster
abyssalcraft:crystalcluster2:7, Crystallized Magnesia Cluster
abyssalcraft:crystalcluster2:8, Crystallized Zinc Cluster
abyssalcraft:crystalcluster2:9, Crystallized Calcium Cluster
abyssalcraft:crystalcluster2:10, Crystallized Beryllium Cluster
abyssalcraft:crystalcluster2:11, Crystallized Beryl Cluster
abyssalcraft:energycollector, Energy Collector
abyssalcraft:energyrelay, Energy Relay
abyssalcraft:energycontainer, Energy Container
abyssalcraft:tieredenergycollector:0, Overworld Energy Collector
abyssalcraft:tieredenergycollector:1, Abyssal Wasteland Energy Collector
abyssalcraft:tieredenergycollector:2, Dreadlands Energy Collector
abyssalcraft:tieredenergycollector:3, Omothol Energy Collector
abyssalcraft:tieredenergyrelay:0, Overworld Energy Relay
abyssalcraft:tieredenergyrelay:1, Abyssal Wasteland Energy Relay
abyssalcraft:tieredenergyrelay:2, Dreadlands Energy Relay
abyssalcraft:tieredenergyrelay:3, Omothol Energy Relay
abyssalcraft:tieredenergycontainer:0, Overworld Energy Container
abyssalcraft:tieredenergycontainer:1, Abyssal Wasteland Energy Container
abyssalcraft:tieredenergycontainer:2, Dreadlands Energy Container
abyssalcraft:tieredenergycontainer:3, Omothol Energy Container
abyssalcraft:abyssalsand, Abyssal Sand
abyssalcraft:fusedabyssalsand, Fused Abyssal Sand
abyssalcraft:abyssalsandglass, Abyssal Sand Glass
abyssalcraft:dreadlandsdirt, Dreadlands Dirt
abyssalcraft:abyssalcobblestonestairs, Abyssal Cobblestone Stairs
abyssalcraft:abyssalcobblestoneslab1:0, Abyssal Cobblestone Slab
abyssalcraft:abyssalcobblestoneslab2:0, Abyssal Cobblestone Slab
abyssalcraft:abyssalcobblestonewall, Abyssal Cobblestone Wall
abyssalcraft:dreadstonecobblestonestairs, Dreadstone Cobblestone Stairs
abyssalcraft:dreadstonecobblestoneslab1:0, Dreadstone Cobblestone Slab
abyssalcraft:dreadstonecobblestoneslab2:0, Dreadstone Cobblestone Slab
abyssalcraft:dreadstonecobblestonewall, Dreadstone Cobblestone Wall
abyssalcraft:abyssalnitecobblestonestairs, Abyssalnite Cobblestone Stairs
abyssalcraft:abyssalnitecobblestoneslab1:0, Abyssalnite Cobblestone Slab
abyssalcraft:abyssalnitecobblestoneslab2:0, Abyssalnite Cobblestone Slab
abyssalcraft:abyssalnitecobblestonewall, Abyssalnite Cobblestone Wall
abyssalcraft:coraliumcobblestonestairs, Coralium Cobblestone Stairs
abyssalcraft:coraliumcobblestoneslab1:0, Coralium Cobblestone Slab
abyssalcraft:coraliumcobblestoneslab2:0, Coralium Cobblestone Slab
abyssalcraft:coraliumcobblestonewall, Coralium Cobblestone Wall
abyssalcraft:luminousthistle, Luminous Thistle
abyssalcraft:wastelandsthorn, Wasteland's Thorn
abyssalcraft:rendingpedestal, Rending Pedestal
abyssalcraft:statetransformer, State Transformer
abyssalcraft:energydepositioner, Energy Depositioner
abyssalcraft:calcifiedstone, Calcified Stone
abyssalcraft:multiblock, Multiblock
abyssalcraft:devsword, The Dev Blade
abyssalcraft:oc, Oblivion Catalyst
abyssalcraft:gatewaykey, Gateway Key
abyssalcraft:staff, Staff of The Gatekeeper
abyssalcraft:powerstonetracker, Powerstone Tracker
abyssalcraft:eoa, Eye of The Abyss
abyssalcraft:gatewaykeydl, Asorah's Dreaded Gateway Key
abyssalcraft:dreadshard, Dreaded Shard of Abyssalnite
abyssalcraft:dreadchunk, Dreaded Chunk of Abyssalnite
abyssalcraft:abychunk, Chunk of Abyssalnite
abyssalcraft:abyingot, Abyssalnite Ingot
abyssalcraft:coralium, Coralium Gem
abyssalcraft:ccluster2, item.ccluster2.name
abyssalcraft:ccluster3, item.ccluster3.name
abyssalcraft:ccluster4, item.ccluster4.name
abyssalcraft:ccluster5, item.ccluster5.name
abyssalcraft:ccluster6, item.ccluster6.name
abyssalcraft:ccluster7, item.ccluster7.name
abyssalcraft:ccluster8, item.ccluster8.name
abyssalcraft:ccluster9, item.ccluster9.name
abyssalcraft:cpearl, Coralium Pearl
abyssalcraft:cchunk, Chunk of Coralium
abyssalcraft:cingot, Refined Coralium Ingot
abyssalcraft:platec, Coralium Plate
abyssalcraft:transmutationgem, Transmutation Gem
abyssalcraft:corflesh, Coralium-plagued Flesh
abyssalcraft:corbone, Coralium-plagued Flesh on a Bone
abyssalcraft:dpick, Darkstone Pickaxe
abyssalcraft:daxe, Darkstone Axe
abyssalcraft:dshovel, Darkstone Shovel
abyssalcraft:dsword, Darkstone Sword
abyssalcraft:dhoe, Darkstone Hoe
abyssalcraft:apick, Abyssalnite Pickaxe
abyssalcraft:aaxe, Abyssalnite Axe
abyssalcraft:ashovel, Abyssalnite Shovel
abyssalcraft:asword, Abyssalnite Sword
abyssalcraft:ahoe, Abyssalnite Hoe
abyssalcraft:corpick, Refined Coralium Pickaxe
abyssalcraft:coraxe, Refined Coralium Axe
abyssalcraft:corshovel, Refined Coralium Shovel
abyssalcraft:corsword, Refined Coralium Sword
abyssalcraft:corhoe, Refined Coralium Hoe
abyssalcraft:ahelmet, Abyssalnite Helmet
abyssalcraft:aplate, Abyssalnite Chestplate
abyssalcraft:alegs, Abyssalnite Leggings
abyssalcraft:aboots, Abyssalnite Boots
abyssalcraft:dhelmet, Dreaded Abyssalnite Helmet
abyssalcraft:dplate, Dreaded Abyssalnite Chestplate
abyssalcraft:dlegs, Dreaded Abyssalnite Leggings
abyssalcraft:dboots, Dreaded Abyssalnite Boots
abyssalcraft:corhelmet, Refined Coralium Helmet
abyssalcraft:corplate, Refined Coralium Chestplate
abyssalcraft:corlegs, Refined Coralium Leggings
abyssalcraft:corboots, Refined Coralium Boots
abyssalcraft:corhelmetp, Plated Coralium Helmet
abyssalcraft:corplatep, Plated Coralium Chestplate
abyssalcraft:corlegsp, Plated Coralium Leggings
abyssalcraft:corbootsp, Plated Coralium Boots
abyssalcraft:depthshelmet, Visage of The Depths
abyssalcraft:depthsplate, Chestplate of The Depths
abyssalcraft:depthslegs, Legguards of The Depths
abyssalcraft:depthsboots, Boots of The Depths
abyssalcraft:cobbleu, Cobblestone Upgrade Kit
abyssalcraft:ironu, Iron Upgrade Kit
abyssalcraft:goldu, Gold Upgrade Kit
abyssalcraft:diamondu, Diamond Upgrade Kit
abyssalcraft:abyssalniteu, Abyssalnite Upgrade Kit
abyssalcraft:coraliumu, Coralium Upgrade Kit
abyssalcraft:mre, MRE
abyssalcraft:ironp, Iron Plate
abyssalcraft:chickenp, Chicken on A Plate
abyssalcraft:porkp, Porkchop on A Plate
abyssalcraft:beefp, Beef on A Plate
abyssalcraft:fishp, Fish on A Plate
abyssalcraft:dirtyplate, Dirty Plate
abyssalcraft:friedegg, Fried Egg
abyssalcraft:eggp, Fried Egg on A Plate
abyssalcraft:cloth, Washcloth
abyssalcraft:shadowfragment, Shadow Fragment
abyssalcraft:shadowshard, Shadow Gem Shard
abyssalcraft:shadowgem, Shadow Gem
abyssalcraft:oblivionshard, Shard of Oblivion
abyssalcraft:corbow, Coralium Longbow
abyssalcraft:cbrick, Coralium Brick
abyssalcraft:cudgel, Cudgel
abyssalcraft:dreadiumingot, Dreadium Ingot
abyssalcraft:dreadfragment, Dread Fragment
abyssalcraft:dreadiumhelmet, Dreadium Helmet
abyssalcraft:dreadiumplate, Dreadium Chestplate
abyssalcraft:dreadiumlegs, Dreadium Leggings
abyssalcraft:dreadiumboots, Dreadium Boots
abyssalcraft:dreadiumpickaxe, Dreadium Pickaxe
abyssalcraft:dreadiumaxe, Dreadium Axe
abyssalcraft:dreadiumshovel, Dreadium Shovel
abyssalcraft:dreadiumsword, Dreadium Sword
abyssalcraft:dreadiumhoe, Dreadium Hoe
abyssalcraft:dreadiumu, Dreadium Upgrade Kit
abyssalcraft:carboncluster, Carbon Cluster
abyssalcraft:densecarboncluster, Dense Carbon Cluster
abyssalcraft:methane, Methane
abyssalcraft:nitre, Nitre
abyssalcraft:sulfur, Sulfur
abyssalcraft:crystal:0, Crystallized Iron
abyssalcraft:crystal:1, Crystallized Gold
abyssalcraft:crystal:2, Crystallized Sulfur
abyssalcraft:crystal:3, Crystallized Carbon
abyssalcraft:crystal:4, Crystallized Oxygen
abyssalcraft:crystal:5, Crystallized Hydrogen
abyssalcraft:crystal:6, Crystallized Nitrogen
abyssalcraft:crystal:7, Crystallized Phosphorus
abyssalcraft:crystal:8, Crystallized Potassium
abyssalcraft:crystal:9, Crystallized Nitrate
abyssalcraft:crystal:10, Crystallized Methane
abyssalcraft:crystal:11, Crystallized Redstone
abyssalcraft:crystal:12, Crystallized Abyssalnite
abyssalcraft:crystal:13, Crystallized Coralium
abyssalcraft:crystal:14, Crystallized Dreadium
abyssalcraft:crystal:15, Crystallized Blaze
abyssalcraft:crystal:16, Crystallized Tin
abyssalcraft:crystal:17, Crystallized Copper
abyssalcraft:crystal:18, Crystallized Silicon
abyssalcraft:crystal:19, Crystallized Magnesium
abyssalcraft:crystal:20, Crystallized Aluminium
abyssalcraft:crystal:21, Crystallized Silica
abyssalcraft:crystal:22, Crystallized Alumina
abyssalcraft:crystal:23, Crystallized Magnesia
abyssalcraft:crystal:24, Crystallized Zinc
abyssalcraft:crystal:25, Crystallized Calcium
abyssalcraft:crystal:26, Crystallized Beryllium
abyssalcraft:crystal:27, Crystallized Beryl
abyssalcraft:crystalshard:0, Crystallized Iron Shard
abyssalcraft:crystalshard:1, Crystallized Gold Shard
abyssalcraft:crystalshard:2, Crystallized Sulfur Shard
abyssalcraft:crystalshard:3, Crystallized Carbon Shard
abyssalcraft:crystalshard:4, Crystallized Oxygen Shard
abyssalcraft:crystalshard:5, Crystallized Hydrogen Shard
abyssalcraft:crystalshard:6, Crystallized Nitrogen Shard
abyssalcraft:crystalshard:7, Crystallized Phosphorus Shard
abyssalcraft:crystalshard:8, Crystallized Potassium Shard
abyssalcraft:crystalshard:9, Crystallized Nitrate Shard
abyssalcraft:crystalshard:10, Crystallized Methane Shard
abyssalcraft:crystalshard:11, Crystallized Redstone Shard
abyssalcraft:crystalshard:12, Crystallized Abyssalnite Shard
abyssalcraft:crystalshard:13, Crystallized Coralium Shard
abyssalcraft:crystalshard:14, Crystallized Dreadium Shard
abyssalcraft:crystalshard:15, Crystallized Blaze Shard
abyssalcraft:crystalshard:16, Crystallized Tin Shard
abyssalcraft:crystalshard:17, Crystallized Copper Shard
abyssalcraft:crystalshard:18, Crystallized Silicon Shard
abyssalcraft:crystalshard:19, Crystallized Magnesium Shard
abyssalcraft:crystalshard:20, Crystallized Aluminium Shard
abyssalcraft:crystalshard:21, Crystallized Silica Shard
abyssalcraft:crystalshard:22, Crystallized Alumina Shard
abyssalcraft:crystalshard:23, Crystallized Magnesia Shard
abyssalcraft:crystalshard:24, Crystallized Zinc Shard
abyssalcraft:crystalshard:25, Crystallized Calcium Shard
abyssalcraft:crystalshard:26, Crystallized Beryllium Shard
abyssalcraft:crystalshard:27, Crystallized Beryl Shard
abyssalcraft:dreadcloth, Dread Cloth
abyssalcraft:dreadplate, Dreadium Plate
abyssalcraft:dreadblade, Dreadium Katana Blade
abyssalcraft:dreadhilt, Dreadium Katana Hilt
abyssalcraft:dreadkatana, Dreadium Katana
abyssalcraft:dreadkey, Dread-plagued Gateway Key
abyssalcraft:gatewaykeyjzh, Cha'garoth's R'lyehian Gateway Key
abyssalcraft:dreadiumsamuraihelmet, Dreadium Samurai Helmet
abyssalcraft:dreadiumsamuraiplate, Dreadium Samurai Chestplate
abyssalcraft:dreadiumsamurailegs, Dreadium Samurai Leggings
abyssalcraft:dreadiumsamuraiboots, Dreadium Samurai Boots
abyssalcraft:tiningot, Tin Ingot
abyssalcraft:copperingot, Copper Ingot
abyssalcraft:antibeef, Anti-Beef
abyssalcraft:antichicken, Anti-Chicken
abyssalcraft:antipork, Anti-Pork
abyssalcraft:antiflesh, Rotten Anti-Flesh
abyssalcraft:antibone, Anti-Bone
abyssalcraft:antispidereye, Anti-Spider Eye
abyssalcraft:soulreaper, Sacthoth's Soul Reaper Blade
abyssalcraft:ethbrick, Ethaxium Brick
abyssalcraft:ethaxiumingot, Ethaxium Ingot
abyssalcraft:lifecrystal, Life Crystal
abyssalcraft:ethaxiumhelmet, Ethaxium Helmet
abyssalcraft:ethaxiumplate, Ethaxium Chestplate
abyssalcraft:ethaxiumlegs, Ethaxium Leggings
abyssalcraft:ethaxiumboots, Ethaxium Boots
abyssalcraft:ethaxiumpickaxe, Ethaxium Pickaxe
abyssalcraft:ethaxiumaxe, Ethaxium Axe
abyssalcraft:ethaxiumshovel, Ethaxium Shovel
abyssalcraft:ethaxiumsword, Ethaxium Sword
abyssalcraft:ethaxiumhoe, Ethaxium Hoe
abyssalcraft:ethaxiumu, Ethaxium Upgrade Kit
abyssalcraft:coin, Coin
abyssalcraft:cthulhucoin, Cthulhu Engraved Coin
abyssalcraft:eldercoin, Elder Engraved Coin
abyssalcraft:jzaharcoin, J'zahar Engraved Coin
abyssalcraft:engraving_blank, Blank Coin Engraving
abyssalcraft:engraving_cthulhu, Cthulhu Coin Engraving
abyssalcraft:engraving_elder, Elder Coin Engraving
abyssalcraft:engraving_jzahar, J'zahar Coin Engraving
abyssalcraft:eldritchscale, Eldritch Scale
abyssalcraft:omotholflesh, Omothol Ghoul Flesh
abyssalcraft:anticorflesh, Anti-plagued Flesh
abyssalcraft:anticorbone, Anti-plagued Flesh on A Bone
abyssalcraft:necronomicon, Necronomicon
abyssalcraft:necronomicon_cor, Abyssal Wasteland Necronomicon
abyssalcraft:necronomicon_dre, Dreadlands Necronomicon
abyssalcraft:necronomicon_omt, Omothol Necronomicon
abyssalcraft:abyssalnomicon, Abyssalnomicon
abyssalcraft:crystalbag_small, Small Crystal Bag
abyssalcraft:crystalbag_medium, Medium Crystal Bag
abyssalcraft:crystalbag_large, Large Crystal Bag
abyssalcraft:crystalbag_huge, Huge Crystal Bag
abyssalcraft:shoggothflesh:0, Shoggoth Flesh
abyssalcraft:shoggothflesh:1, Abyssal Shoggoth Flesh
abyssalcraft:shoggothflesh:2, Dreaded Shoggoth Flesh
abyssalcraft:shoggothflesh:3, Omothol Shoggoth Flesh
abyssalcraft:shoggothflesh:4, Shadow Shoggoth Flesh
abyssalcraft:ingotnugget:0, Abyssalnite Nugget
abyssalcraft:ingotnugget:1, Refined Coralium Nugget
abyssalcraft:ingotnugget:2, Dreadium Nugget
abyssalcraft:ingotnugget:3, Ethaxium Nugget
abyssalcraft:drainstaff:0, Staff of Rending
abyssalcraft:drainstaff:1, Abyssal Wasteland Staff of Rending
abyssalcraft:drainstaff:2, Dreadlands Staff of Rending
abyssalcraft:drainstaff:3, Omothol Staff of Rending
abyssalcraft:essence:0, Abyssal Wasteland Essence
abyssalcraft:essence:1, Dreadlands Essence
abyssalcraft:essence:2, Omothol Essence
abyssalcraft:skin:0, Skin of The Abyssal Wasteland
abyssalcraft:skin:1, Skin of The Dreadlands
abyssalcraft:skin:2, Skin of Omothol
abyssalcraft:charm:0, Ritual Charm
abyssalcraft:charm:1, Ritual Charm
abyssalcraft:charm:2, Ritual Charm
abyssalcraft:charm:3, Ritual Charm
abyssalcraft:cthulhucharm:0, Cthulhu Charm
abyssalcraft:cthulhucharm:1, Cthulhu Charm
abyssalcraft:cthulhucharm:2, Cthulhu Charm
abyssalcraft:cthulhucharm:3, Cthulhu Charm
abyssalcraft:hasturcharm:0, Hastur Charm
abyssalcraft:hasturcharm:1, Hastur Charm
abyssalcraft:hasturcharm:2, Hastur Charm
abyssalcraft:hasturcharm:3, Hastur Charm
abyssalcraft:jzaharcharm:0, J'zahar Charm
abyssalcraft:jzaharcharm:1, J'zahar Charm
abyssalcraft:jzaharcharm:2, J'zahar Charm
abyssalcraft:jzaharcharm:3, J'zahar Charm
abyssalcraft:azathothcharm:0, Azathoth Charm
abyssalcraft:azathothcharm:1, Azathoth Charm
abyssalcraft:azathothcharm:2, Azathoth Charm
abyssalcraft:azathothcharm:3, Azathoth Charm
abyssalcraft:nyarlathotepcharm:0, Nyarlathotep Charm
abyssalcraft:nyarlathotepcharm:1, Nyarlathotep Charm
abyssalcraft:nyarlathotepcharm:2, Nyarlathotep Charm
abyssalcraft:nyarlathotepcharm:3, Nyarlathotep Charm
abyssalcraft:yogsothothcharm:0, Yog-Sothoth Charm
abyssalcraft:yogsothothcharm:1, Yog-Sothoth Charm
abyssalcraft:yogsothothcharm:2, Yog-Sothoth Charm
abyssalcraft:yogsothothcharm:3, Yog-Sothoth Charm
abyssalcraft:shubniggurathcharm:0, Shub-Niggurath Charm
abyssalcraft:shubniggurathcharm:1, Shub-Niggurath Charm
abyssalcraft:shubniggurathcharm:2, Shub-Niggurath Charm
abyssalcraft:shubniggurathcharm:3, Shub-Niggurath Charm
abyssalcraft:hasturcoin, Hastur Engraved Coin
abyssalcraft:azathothcoin, Azathoth Engraved Coin
abyssalcraft:nyarlathotepcoin, Nyarlathotep Engraved Coin
abyssalcraft:yogsothothcoin, Yog-Sothoth Engraved Coin
abyssalcraft:shubniggurathcoin, Shub-Niggurath Engraved Coin
abyssalcraft:engraving_hastur, Hastur Coin Engraving
abyssalcraft:engraving_azathoth, Azathoth Coin Engraving
abyssalcraft:engraving_nyarlathotep, Nyarlathotep Coin Engraving
abyssalcraft:engraving_yogsothoth, Yog-Sothoth Coin Engraving
abyssalcraft:engraving_shubniggurath, Shub-Niggurath Coin Engraving
abyssalcraft:gatekeeperessence, Essence of The Gatekeeper
abyssalcraft:interdimensionalcage, Interdimensional Cage
abyssalcraft:crystalfragment:0, Crystallized Iron Fragment
abyssalcraft:crystalfragment:1, Crystallized Gold Fragment
abyssalcraft:crystalfragment:2, Crystallized Sulfur Fragment
abyssalcraft:crystalfragment:3, Crystallized Carbon Fragment
abyssalcraft:crystalfragment:4, Crystallized Oxygen Fragment
abyssalcraft:crystalfragment:5, Crystallized Hydrogen Fragment
abyssalcraft:crystalfragment:6, Crystallized Nitrogen Fragment
abyssalcraft:crystalfragment:7, Crystallized Phosphorus Fragment
abyssalcraft:crystalfragment:8, Crystallized Potassium Fragment
abyssalcraft:crystalfragment:9, Crystallized Nitrate Fragment
abyssalcraft:crystalfragment:10, Crystallized Methane Fragment
abyssalcraft:crystalfragment:11, Crystallized Redstone Fragment
abyssalcraft:crystalfragment:12, Crystallized Abyssalnite Fragment
abyssalcraft:crystalfragment:13, Crystallized Coralium Fragment
abyssalcraft:crystalfragment:14, Crystallized Dreadium Fragment
abyssalcraft:crystalfragment:15, Crystallized Blaze Fragment
abyssalcraft:crystalfragment:16, Crystallized Tin Fragment
abyssalcraft:crystalfragment:17, Crystallized Copper Fragment
abyssalcraft:crystalfragment:18, Crystallized Silicon Fragment
abyssalcraft:crystalfragment:19, Crystallized Magnesium Fragment
abyssalcraft:crystalfragment:20, Crystallized Aluminium Fragment
abyssalcraft:crystalfragment:21, Crystallized Silica Fragment
abyssalcraft:crystalfragment:22, Crystallized Alumina Fragment
abyssalcraft:crystalfragment:23, Crystallized Magnesia Fragment
abyssalcraft:crystalfragment:24, Crystallized Zinc Fragment
abyssalcraft:crystalfragment:25, Crystallized Calcium Fragment
abyssalcraft:crystalfragment:26, Crystallized Beryllium Fragment
abyssalcraft:crystalfragment:27, Crystallized Beryl Fragment
abyssalcraft:stonetablet, Stone Tablet
abyssalcraft:scroll:0, Basic Scroll
abyssalcraft:scroll:1, Lesser Scroll
abyssalcraft:scroll:2, Moderate Scroll
abyssalcraft:scroll:3, Greater Scroll
abyssalcraft:unique_scroll:0, Antimatter Scroll
abyssalcraft:unique_scroll:1, Oblivion Scroll
abyssalcraft:antidote:0, Coralium Plague Antidote
abyssalcraft:antidote:1, Dread Plague Antidote
abyssalcraft:door_dlt, Darklands Oak Wood Door
abyssalcraft:door_drt, Dreadlands Wood Door
chancecubes:chance_pendant_tier1, Tier 1 Chance Pendant
chancecubes:chance_pendant_tier2, Tier 2 Chance Pendant
chancecubes:chance_pendant_tier3, Tier 3 Chance Pendant
chancecubes:silk_touch_pendant, Silk Touch Chance Pendant
chancecubes:creative_pendant, Creative Chance Pendant
chancecubes:reward_selector_pendant, Reward Selector Pendant
chancecubes:single_use_reward_selector_pendant, Single Use Reward Selector Pendant
chancecubes:chance_cube, Chance Cube
chancecubes:chance_icosahedron, Chance Icosahedron
chancecubes:giant_chance_cube, Giant Chance Cube
chancecubes:compact_giant_chance_cube, Compact Giant Chance Cube
chancecubes:cube_dispenser, Chance Cube Dispenser
chancecubes:scanner, Chance Cube Scanner
harvestcraft:blackberryitem, Blackberry
harvestcraft:blackberryseeditem, Blackberry Seed
harvestcraft:blueberryitem, Blueberry
harvestcraft:blueberryseeditem, Blueberry Seed
harvestcraft:candleberryitem, Candleberry
harvestcraft:candleberryseeditem, Candleberry Seed
harvestcraft:raspberryitem, Raspberry
harvestcraft:raspberryseeditem, Raspberry Seed
harvestcraft:strawberryitem, Strawberry
harvestcraft:strawberryseeditem, Strawberry Seed
harvestcraft:cactusfruititem, Cactus Fruit
harvestcraft:cactusfruitseeditem, Cactus Fruit Seed
harvestcraft:asparagusitem, Asparagus
harvestcraft:asparagusseeditem, Asparagus Seed
harvestcraft:barleyitem, Barley
harvestcraft:barleyseeditem, Barley Seed
harvestcraft:oatsitem, Oats
harvestcraft:oatsseeditem, Oats Seed
harvestcraft:ryeitem, Rye
harvestcraft:ryeseeditem, Rye Seed
harvestcraft:cornitem, Corn
harvestcraft:cornseeditem, Corn Seed
harvestcraft:bambooshootitem, Bamboo Shoot
harvestcraft:bambooshootseeditem, Bamboo Shoot Seed
harvestcraft:cantaloupeitem, Cantaloupe
harvestcraft:cantaloupeseeditem, Cantaloupe Seed
harvestcraft:cucumberitem, Cucumber
harvestcraft:cucumberseeditem, Cucumber Seed
harvestcraft:wintersquashitem, Winter Squash
harvestcraft:wintersquashseeditem, Winter Squash Seed
harvestcraft:zucchiniitem, Zucchini
harvestcraft:zucchiniseeditem, Zucchini Seed
harvestcraft:beetitem, Beet
harvestcraft:beetseeditem, Beet Seed
harvestcraft:onionitem, Onion
harvestcraft:onionseeditem, Onion Seed
harvestcraft:parsnipitem, Parsnip
harvestcraft:parsnipseeditem, Parsnip Seed
harvestcraft:peanutitem, Peanut
harvestcraft:peanutseeditem, Peanut Seed
harvestcraft:radishitem, Radish
harvestcraft:radishseeditem, Radish Seed
harvestcraft:rutabagaitem, Rutabaga
harvestcraft:rutabagaseeditem, Rutabaga Seed
harvestcraft:sweetpotatoitem, Sweet Potato
harvestcraft:sweetpotatoseeditem, Sweet Potato Seed
harvestcraft:turnipitem, Turnip
